label,documents,avg_characters,avg_words,avg_sentences,lexical_diversity
llm,358.0,3068.349162011173,457.9189944134078,22.446927374301676,0.5351247732168777
student,1375.0,3172.581090909091,556.7687272727272,30.477818181818183,0.4776073925847347
